Agent Name,Rating,Review Text,Delivery Time (min),Location,Order Type,Customer Feedback Type,Price Range,Discount Applied,Product Availability,Customer Service Rating,Order Accuracy
Zepto,3.6,"Delivery was okay, could use better updates.",40,Kolkata,Pharmacy,Neutral,Low,No,In Stock,4,Incorrect
Zepto,4.4,"Delivery was lightning fast, great job!",21,Lucknow,Food,Positive,Medium,No,Out of Stock,3,Correct
Blinkit,3.1,"Fantastic experience, everything spot on!",20,Kolkata,Electronics,Positive,High,Yes,Out of Stock,4,Correct
JioMart,1.1,"Products out of stock, wasn’t informed earlier.",45,Lucknow,Pharmacy,Negative,Medium,No,Out of Stock,1,Correct
Blinkit,3.4,"Delivery was acceptable, but not great.",20,Pune,Essentials,Neutral,Low,No,In Stock,4,Incorrect
Zepto,3.8,"Delivery was on time, app was glitchy.",30,Jaipur,Food,Neutral,Medium,Yes,Out of Stock,4,Correct
JioMart,3.3,"Order was fine, delivery was on time.",34,Delhi,Electronics,Neutral,Low,No,Out of Stock,4,Incorrect
JioMart,3.7,"Fantastic delivery, food was fresh.",26,Delhi,Electronics,Positive,Low,Yes,Out of Stock,4,Incorrect
JioMart,3.9,"Order was correct, but packaging was okay.",21,Kolkata,Pharmacy,Neutral,Low,Yes,In Stock,3,Incorrect
Blinkit,3.4,"Delivery was fine, communication was okay.",40,Lucknow,Essentials,Neutral,Medium,Yes,Out of Stock,4,Correct
JioMart,3.3,"products were correct, experience was average.",30,Mumbai,Food,Neutral,High,No,In Stock,3,Incorrect
Swiggy Instamart,4.1,"Order was perfect, driver was courteous.",29,Mumbai,Electronics,Positive,Medium,Yes,In Stock,4,Correct
JioMart,4.0,"Great service, items were well-packaged.",35,Mumbai,Essentials,Positive,Medium,No,In Stock,5,Correct
JioMart,4.7,"Delivery was quick, everything was great!",26,Hyderabad,Food,Positive,Low,No,Out of Stock,4,Incorrect
Blinkit,4.0,"Service was fine, could improve tracking.",33,Hyderabad,Grocery,Neutral,High,No,Out of Stock,3,Incorrect
Blinkit,3.4,"Delivery was quick, food was hot.",37,Hyderabad,Grocery,Positive,High,No,Out of Stock,5,Correct
Zepto,3.3,"Received damaged goods, no refund offered.",50,Chennai,Pharmacy,Negative,High,No,Out of Stock,3,Correct
Blinkit,4.6,"Professional driver, seamless delivery process.",37,Mumbai,Food,Positive,High,Yes,In Stock,4,Correct
Zepto,3.3,"Service was average, no major complaints.",37,Chennai,Pharmacy,Neutral,High,Yes,Out of Stock,4,Correct
JioMart,3.3,"Order arrived, tracking could be improved.",35,Mumbai,Pharmacy,Neutral,High,Yes,In Stock,3,Incorrect
JioMart,3.6,Food arrived delayed and was not fresh.,48,Bangalore,Electronics,Negative,Low,No,In Stock,3,Incorrect
Blinkit,1.8,"Food spilled in the bag, completely unacceptable.",59,Bangalore,Grocery,Negative,Low,No,In Stock,2,Correct
Blinkit,4.6,"excellent experience, will order again!",26,Chennai,Essentials,Positive,Medium,No,In Stock,3,Correct
JioMart,4.0,"Order was fine, delivery was slightly late.",40,Lucknow,Food,Neutral,High,No,In Stock,3,Correct
Zepto,4.1,"excellent service, order were well-packaged.",25,Hyderabad,Grocery,Positive,Medium,No,In Stock,5,Incorrect
Blinkit,4.9,"goods were well-packaged, arrived on time.",31,Chennai,Essentials,Positive,Low,Yes,In Stock,3,Correct
JioMart,3.5,"Order was incomplete, support was unhelpful.",36,Pune,Essentials,Negative,Medium,Yes,In Stock,2,Incorrect
JioMart,3.8,"Delivery was okay, communication was lacking.",33,Hyderabad,Electronics,Neutral,Medium,No,Out of Stock,3,Correct
Zepto,1.3,"Order was incomplete, support was unhelpful.",43,Pune,Pharmacy,Negative,Low,No,Out of Stock,2,Incorrect
Blinkit,3.7,Driver was rude and ignored delivery instructions.,38,Ahmedabad,Essentials,Negative,Medium,No,In Stock,1,Incorrect
Zepto,2.9,"Customer service was unresponsive, bad experience.",53,Chennai,Grocery,Negative,Medium,No,In Stock,3,Correct
JioMart,2.6,"Driver ignored instructions, poor service.",46,Chennai,Electronics,Negative,High,No,Out of Stock,1,Correct
JioMart,3.7,"Service was average, no major complaints.",20,Ahmedabad,Food,Neutral,Low,Yes,In Stock,4,Incorrect
JioMart,2.7,"Delivery was late, and the app didn’t update.",47,Delhi,Grocery,Negative,High,No,In Stock,1,Correct
Zepto,3.8,"Order was fine, but driver seemed rushed.",23,Kolkata,Pharmacy,Neutral,High,No,Out of Stock,4,Incorrect
JioMart,1.1,"Order was delayed by hours, no apology given.",58,Jaipur,Electronics,Negative,Medium,No,In Stock,2,Incorrect
JioMart,2.9,"Order was delayed by hours, no apology given.",52,Hyderabad,Grocery,Negative,High,No,In Stock,3,Incorrect
JioMart,4.4,"Perfect service, no issues, highly recommend.",33,Kolkata,Electronics,Positive,High,No,Out of Stock,3,Correct
Zepto,4.4,"Delivery was quick, food was hot.",22,Jaipur,Essentials,Positive,Medium,Yes,In Stock,5,Incorrect
Blinkit,2.7,"Order was incomplete, support was unhelpful.",60,Mumbai,Pharmacy,Negative,High,No,In Stock,3,Correct
Zepto,2.1,"Order was cancelled last minute, very annoying.",51,Jaipur,Essentials,Negative,Medium,No,Out of Stock,1,Incorrect
Zepto,3.6,"Perfect experience, highly recommend!",25,Jaipur,Grocery,Positive,Medium,No,Out of Stock,4,Correct
Swiggy Instamart,4.3,"prompt delivery, driver was courteous.",37,Jaipur,Grocery,Positive,High,Yes,In Stock,5,Correct
Zepto,1.9,"Package was damaged, terrible experience.",50,Delhi,Pharmacy,Negative,Low,No,Out of Stock,3,Incorrect
Swiggy Instamart,3.7,"Driver was friendly, followed instructions exactly.",28,Hyderabad,Food,Positive,High,No,Out of Stock,4,Correct
Swiggy Instamart,3.9,"Driver was friendly, followed instructions exactly.",39,Pune,Food,Positive,Low,No,In Stock,5,Correct
Swiggy Instamart,5.0,"Perfect experience, highly recommend!",23,Bangalore,Pharmacy,Positive,High,Yes,Out of Stock,4,Incorrect
Swiggy Instamart,2.2,"rider ignored instructions, poor service.",47,Delhi,Essentials,Negative,High,No,Out of Stock,4,Correct
Blinkit,2.7,"Items were damaged, no refund process.",55,Ahmedabad,Electronics,Negative,Low,No,Out of Stock,1,Correct
JioMart,2.8,"Missing items, no explanation provided.",50,Chennai,Pharmacy,Negative,High,Yes,Out of Stock,4,Correct
Blinkit,3.5,"Delivery was timely, but app was slow.",38,Jaipur,Electronics,Neutral,Medium,No,In Stock,4,Correct
Zepto,3.0,"Service was okay, nothing special.",35,Lucknow,Grocery,Neutral,Medium,No,Out of Stock,3,Correct
JioMart,3.6,"Service was average, no major complaints.",25,Lucknow,Electronics,Neutral,Low,No,Out of Stock,4,Incorrect
Blinkit,3.9,"Delivery was fine, customer service was slow.",32,Bangalore,Grocery,Neutral,High,No,Out of Stock,3,Correct
Blinkit,4.8,"Perfect experience, highly recommend!",31,Jaipur,Electronics,Positive,High,No,In Stock,3,Incorrect
Swiggy Instamart,1.9,"Driver didn’t follow instructions, order was wrong.",30,Ahmedabad,Grocery,Negative,High,Yes,In Stock,1,Correct
Swiggy Instamart,1.5,"Service was disorganized, delivery was late.",58,Ahmedabad,Grocery,Negative,Low,No,Out of Stock,3,Incorrect
Blinkit,3.2,"Order was correct, app didn’t update properly.",25,Ahmedabad,Pharmacy,Neutral,High,No,Out of Stock,3,Correct
Zepto,1.9,Missing items and no response from support.,39,Bangalore,Essentials,Negative,Low,No,Out of Stock,2,Incorrect
Swiggy Instamart,4.1,"Delivery was early, items were correct.",22,Pune,Electronics,Positive,High,Yes,Out of Stock,3,Correct
Blinkit,4.3,"Order was perfect, driver was courteous.",31,Delhi,Grocery,Positive,Medium,Yes,Out of Stock,4,Incorrect
Swiggy Instamart,4.3,"Delivery was early, items were correct.",34,Jaipur,Pharmacy,Positive,High,Yes,In Stock,4,Incorrect
Blinkit,3.5,"Package was mishandled, items broken.",35,Mumbai,Electronics,Negative,Low,Yes,In Stock,2,Correct
Blinkit,3.5,"Delivery was fine, but app could be better.",27,Mumbai,Food,Neutral,Medium,No,Out of Stock,3,Correct
Zepto,3.9,"Items were delivered, minor packaging issue.",27,Bangalore,Food,Neutral,Low,Yes,In Stock,4,Correct
Blinkit,3.1,"Items were out of stock, no notice given.",47,Jaipur,Essentials,Negative,Medium,No,Out of Stock,2,Correct
Zepto,2.8,"Delivery was hours late, no tracking updates.",35,Delhi,Pharmacy,Negative,Low,Yes,In Stock,4,Correct
JioMart,3.1,"Order arrived fine, items were as expected.",40,Mumbai,Grocery,Neutral,Medium,Yes,Out of Stock,4,Correct
JioMart,4.8,"Order was perfect, driver was courteous.",20,Lucknow,Food,Positive,High,Yes,In Stock,4,Incorrect
JioMart,3.2,"Order was correct, driver was professional.",23,Delhi,Grocery,Positive,Medium,No,In Stock,3,Incorrect
JioMart,3.1,"Items were delivered, minor packaging issue.",38,Kolkata,Essentials,Neutral,High,No,In Stock,4,Incorrect
Swiggy Instamart,3.4,"Driver was professional, items were perfect.",35,Hyderabad,Food,Positive,High,Yes,In Stock,5,Correct
Blinkit,3.4,"Order arrived early, packaging was great.",30,Bangalore,Electronics,Positive,High,Yes,Out of Stock,3,Incorrect
Blinkit,3.6,"Order was fine, delivery was slightly late.",22,Delhi,Essentials,Neutral,Low,Yes,In Stock,3,Incorrect
Blinkit,1.4,"Package was mishandled, items broken.",48,Kolkata,Grocery,Negative,Medium,Yes,In Stock,4,Incorrect
Zepto,3.8,"Order was correct, but packaging was okay.",38,Hyderabad,Essentials,Neutral,High,Yes,In Stock,4,Correct
Zepto,3.3,"Service was decent, nothing stood out.",27,Hyderabad,Pharmacy,Neutral,Medium,Yes,In Stock,4,Incorrect
Blinkit,2.1,"Package left at wrong address, terrible service.",38,Delhi,Food,Negative,High,No,In Stock,1,Correct
Zepto,3.7,"Got my order, packaging could be better.",24,Mumbai,Grocery,Neutral,High,Yes,In Stock,3,Correct
Swiggy Instamart,3.7,"Order was accurate, arrived earlier than expected.",22,Chennai,Electronics,Positive,Medium,Yes,Out of Stock,4,Correct
Zepto,3.3,"Delivery was okay, but updates were slow.",40,Lucknow,Food,Neutral,High,No,Out of Stock,3,Incorrect
JioMart,1.4,"Delivery took too long, food was lukewarm.",37,Bangalore,Essentials,Negative,Medium,No,In Stock,3,Incorrect
Swiggy Instamart,3.2,"Fast and reliable delivery, great service!",22,Hyderabad,Essentials,Positive,High,No,Out of Stock,3,Correct
Swiggy Instamart,3.5,"Items were incorrect, no resolution offered.",60,Kolkata,Food,Negative,Medium,Yes,Out of Stock,4,Correct
JioMart,3.7,"Order was correct, but packaging was okay.",39,Lucknow,Pharmacy,Neutral,Low,No,Out of Stock,4,Incorrect
JioMart,2.9,"Wrong order received, customer service was unhelpful.",57,Chennai,Electronics,Negative,High,Yes,In Stock,1,Correct
JioMart,3.6,"Service was average, no complaints.",38,Chennai,Electronics,Neutral,Medium,No,Out of Stock,4,Correct
JioMart,2.2,"Items were damaged, no refund process.",60,Lucknow,Pharmacy,Negative,Medium,No,In Stock,3,Incorrect
Swiggy Instamart,3.3,"Delivery was on time, app was glitchy.",39,Delhi,Food,Neutral,Medium,No,In Stock,3,Correct
Swiggy Instamart,3.5,"Amazing service, very professional driver.",37,Bangalore,Essentials,Positive,Low,No,In Stock,4,Correct
Swiggy Instamart,4.4,"Perfect order, excellent customer service.",34,Pune,Electronics,Positive,High,Yes,Out of Stock,5,Correct
JioMart,3.7,"Delivery was timely, but app was slow.",23,Delhi,Food,Neutral,High,Yes,Out of Stock,3,Incorrect
Swiggy Instamart,3.9,"Service was average, expected more.",27,Chennai,Pharmacy,Neutral,Low,No,Out of Stock,3,Correct
JioMart,2.6,"Package left at wrong address, terrible service.",34,Mumbai,Essentials,Negative,Low,No,In Stock,3,Correct
JioMart,4.0,"Order was correct, but packaging was okay.",32,Ahmedabad,Pharmacy,Neutral,Low,Yes,Out of Stock,4,Incorrect
Swiggy Instamart,3.1,"Items arrived, but app didn’t update.",23,Mumbai,Grocery,Neutral,Medium,No,Out of Stock,4,Incorrect
Blinkit,2.8,Driver was rude and ignored delivery instructions.,30,Chennai,Grocery,Negative,Medium,No,In Stock,2,Correct
Blinkit,4.4,"Service was excellent, driver was polite.",28,Ahmedabad,Grocery,Positive,High,No,In Stock,3,Correct
Swiggy Instamart,3.2,"Order arrived, service was standard.",34,Bangalore,Pharmacy,Neutral,Low,No,In Stock,3,Incorrect
JioMart,4.0,"awesome experience, will order again!",22,Mumbai,Pharmacy,Positive,Medium,Yes,Out of Stock,5,Correct
Blinkit,3.6,"Delivery was timely, but updates were slow.",21,Lucknow,Essentials,Neutral,Low,No,Out of Stock,3,Correct
Zepto,3.4,"Order was cancelled last minute, very annoying.",56,Pune,Pharmacy,Negative,High,Yes,Out of Stock,3,Incorrect
Zepto,3.5,"Order was correct, app didn’t update properly.",35,Chennai,Electronics,Neutral,Medium,Yes,Out of Stock,3,Correct
Blinkit,3.4,"Package was mishandled, items broken.",51,Mumbai,Essentials,Negative,Medium,No,Out of Stock,4,Correct
Zepto,1.2,"Service was slow, items were not as ordered.",51,Pune,Food,Negative,High,No,In Stock,1,Correct
Swiggy Instamart,3.5,Driver was rude and ignored delivery instructions.,33,Chennai,Food,Negative,Low,Yes,Out of Stock,4,Incorrect
Swiggy Instamart,4.0,"Service was excellent, driver was polite.",22,Kolkata,Electronics,Positive,High,Yes,Out of Stock,5,Correct
Zepto,1.8,"Delivery was slow, tracking was inaccurate.",53,Ahmedabad,Electronics,Negative,Low,No,In Stock,2,Correct
Zepto,3.3,"Delivery was early, items were correct.",40,Bangalore,Pharmacy,Positive,Medium,No,In Stock,3,Correct
Blinkit,1.4,"Customer service was unresponsive, bad experience.",52,Kolkata,Essentials,Negative,Low,Yes,In Stock,1,Correct
JioMart,3.9,"Delivery was fast, service was outstanding.",37,Jaipur,Essentials,Positive,High,Yes,Out of Stock,3,Correct
JioMart,4.8,"Great experience, everything went smoothly.",34,Pune,Pharmacy,Positive,High,No,Out of Stock,4,Incorrect
JioMart,2.7,"Products were missing, support didn’t respond.",38,Kolkata,Electronics,Negative,High,No,In Stock,3,Incorrect
Swiggy Instamart,3.5,"Items were correct, service was standard.",38,Delhi,Food,Neutral,Low,Yes,Out of Stock,4,Correct
Swiggy Instamart,3.2,"Great experience, will order again!",40,Jaipur,Electronics,Positive,High,Yes,In Stock,5,Correct
Blinkit,2.2,"Order cancelled without notice, wasted my time.",46,Jaipur,Essentials,Negative,Low,No,Out of Stock,1,Incorrect
Zepto,3.1,"Service was decent, nothing stood out.",24,Jaipur,Pharmacy,Neutral,High,Yes,In Stock,4,Correct
Zepto,3.8,"Items were delivered, minor delay occurred.",20,Kolkata,Pharmacy,Neutral,Medium,Yes,Out of Stock,4,Correct
JioMart,2.0,"Items were damaged, no refund process.",33,Kolkata,Electronics,Negative,Medium,Yes,Out of Stock,2,Correct
Swiggy Instamart,2.1,"Items were incorrect, no resolution offered.",40,Bangalore,Food,Negative,High,Yes,In Stock,2,Incorrect
Blinkit,3.7,"Service was average, no complaints.",31,Pune,Grocery,Neutral,High,Yes,In Stock,3,Incorrect
Zepto,4.2,"order arrived in great condition, on time.",39,Delhi,Grocery,Positive,High,No,Out of Stock,5,Incorrect
Swiggy Instamart,2.0,"Products were missing, support didn’t respond.",43,Kolkata,Food,Negative,High,Yes,In Stock,1,Correct
Swiggy Instamart,3.2,"Order was fine, but driver seemed rushed.",26,Pune,Electronics,Neutral,High,Yes,Out of Stock,3,Incorrect
Swiggy Instamart,4.8,"Delivery was quick, everything was great!",39,Ahmedabad,Grocery,Positive,Low,Yes,In Stock,5,Correct
JioMart,2.8,"Wrong order received, customer service was unhelpful.",44,Chennai,Pharmacy,Negative,High,Yes,In Stock,2,Correct
Zepto,1.4,"Package was mishandled, contents were broken.",52,Lucknow,Grocery,Negative,High,Yes,In Stock,1,Incorrect
JioMart,3.3,"Order was correct, driver was professional.",29,Pune,Pharmacy,Positive,Low,No,Out of Stock,5,Incorrect
Blinkit,3.6,"Delivery was okay, could use better updates.",39,Ahmedabad,Food,Neutral,Low,Yes,In Stock,3,Correct
Swiggy Instamart,3.1,"Driver didn’t contact me, left order outside.",47,Kolkata,Essentials,Negative,Low,No,Out of Stock,4,Correct
JioMart,4.7,"Amazing service, very professional driver.",40,Kolkata,Electronics,Positive,Medium,Yes,Out of Stock,4,Incorrect
JioMart,2.9,"Package left at wrong address, terrible service.",34,Kolkata,Essentials,Negative,Medium,No,Out of Stock,1,Correct
Swiggy Instamart,3.9,"Customer service was unresponsive, bad experience.",37,Bangalore,Essentials,Negative,Medium,No,In Stock,3,Incorrect
Blinkit,3.9,"Professional driver, seamless delivery process.",30,Jaipur,Grocery,Positive,Low,Yes,In Stock,5,Correct
Zepto,4.6,"Service was great, delivery was quick.",22,Pune,Electronics,Positive,Medium,Yes,In Stock,4,Correct
Zepto,1.3,"Package was damaged, contents were unusable.",56,Bangalore,Food,Negative,Low,No,Out of Stock,2,Incorrect
Zepto,4.3,"Items in stock, delivered on time, awesome!",40,Hyderabad,Grocery,Positive,Medium,No,In Stock,3,Incorrect
Zepto,3.9,"Delivery was fine, communication was okay.",39,Kolkata,Pharmacy,Neutral,High,No,Out of Stock,4,Correct
Swiggy Instamart,4.7,"Driver was polite, order was accurate.",32,Jaipur,Pharmacy,Positive,Medium,Yes,Out of Stock,3,Incorrect
Zepto,4.7,"Amazing service, very professional driver.",20,Mumbai,Essentials,Positive,Medium,No,In Stock,3,Correct
Zepto,4.5,"Delivery was quick, everything was great!",29,Pune,Essentials,Positive,High,Yes,Out of Stock,4,Incorrect
JioMart,3.2,"Delivery was late, and the app didn’t update.",56,Delhi,Electronics,Negative,Low,No,In Stock,3,Correct
Swiggy Instamart,2.7,"Package was mishandled, contents were broken.",42,Hyderabad,Essentials,Negative,Medium,No,In Stock,2,Correct
Swiggy Instamart,4.0,"Order was accurate, arrived earlier than expected.",24,Bangalore,Essentials,Positive,High,No,Out of Stock,4,Correct
Swiggy Instamart,2.0,"Missing items, no explanation provided.",38,Lucknow,Electronics,Negative,High,Yes,In Stock,3,Correct
Zepto,4.8,"Perfect experience, highly recommend!",37,Ahmedabad,Grocery,Positive,Low,Yes,In Stock,4,Incorrect
Blinkit,2.8,"Delivery was over an hour late, products were incorrect.",60,Delhi,Food,Negative,Medium,No,In Stock,3,Correct
Blinkit,4.5,"Driver was polite, order was accurate.",22,Hyderabad,Pharmacy,Positive,Low,Yes,Out of Stock,5,Correct
Swiggy Instamart,2.1,"Package was mishandled, contents were broken.",42,Pune,Pharmacy,Negative,Low,Yes,Out of Stock,4,Correct
Blinkit,4.4,"Delivery was quick, assistance was excellent.",33,Ahmedabad,Grocery,Positive,Low,Yes,In Stock,5,Correct
Blinkit,3.2,"Delivery was fine, but app could be better.",25,Hyderabad,Essentials,Neutral,Medium,No,In Stock,4,Incorrect
JioMart,3.6,"Items were delivered, minor delay occurred.",23,Chennai,Grocery,Neutral,Medium,Yes,Out of Stock,3,Incorrect
JioMart,4.7,"Great experience, will order again!",23,Bangalore,Grocery,Positive,High,No,In Stock,5,Correct
Swiggy Instamart,3.3,"Order was spot on, arrived on time.",38,Pune,Grocery,Positive,High,No,Out of Stock,4,Incorrect
JioMart,3.1,"Delivery was timely, but updates were slow.",40,Chennai,Essentials,Neutral,Medium,Yes,In Stock,3,Correct
Blinkit,3.1,"Order was fine, but app needs improvement.",29,Delhi,Grocery,Neutral,Medium,No,In Stock,3,Incorrect
JioMart,3.9,"Items missing from my order, very disappointing.",30,Chennai,Electronics,Negative,Medium,Yes,Out of Stock,4,Incorrect
Zepto,3.6,"Delivery was on time, but tracking could improve.",22,Pune,Electronics,Neutral,High,No,In Stock,4,Correct
JioMart,3.9,"Service was decent, expected faster delivery.",24,Hyderabad,Food,Neutral,Medium,No,In Stock,3,Incorrect
Zepto,2.7,"Delivery was slow, tracking was inaccurate.",45,Chennai,Pharmacy,Negative,Medium,Yes,In Stock,4,Incorrect
JioMart,3.5,"Order arrived early, packaging was great.",25,Pune,Pharmacy,Positive,Medium,No,Out of Stock,5,Incorrect
